student_id,favorite_team,demographic,low_income,first_gen
4206755b,Washington Nationals,Water,No,No
4212dd24,Milwaukee Brewers,Fairy,Yes,No
421fa2c2,Washington Nationals,Psychic,Yes,No
4227b250,Washington Nationals,Water,No,No
42366fce,Milwaukee Brewers,Grass,No,No
423ba352,Milwaukee Brewers,Fire,No,No
423c99ce,Washington Nationals,Fire,Yes,Yes
4240d987,Baltimore Orioles,Fire,No,No
42426c3b,Washington Nationals,Dragon,No,Yes
424dbddc,Washington Nationals,Water,No,No
4288d08d,Washington Nationals,Grass,No,No
428c7bc8,Washington Nationals,Psychic,Yes,No
42a29fee,Milwaukee Brewers,Fire,Yes,Yes
42ae1864,Washington Nationals,Fire,Yes,No
42af0509,Washington Nationals,Water,Yes,No
42b16b7e,Washington Nationals,Grass,No,Yes
42b39240,Milwaukee Brewers,Dragon,Yes,Yes
42b80704,Washington Nationals,Water,Yes,Unknown
42cf95b8,Washington Nationals,Water,No,No
42df1a98,Milwaukee Brewers,Water,Yes,No
42e29cb4,Milwaukee Brewers,Water,No,No
42e603c6,Milwaukee Brewers,Fire,Yes,No
42e7409c,Milwaukee Brewers,Grass,Yes,No
42f365ec,Baltimore Orioles,Fairy,No,No
42f3b628,Washington Nationals,Water,No,No
42f887e3,Milwaukee Brewers,Psychic,Yes,Yes
43002f76,Milwaukee Brewers,Grass,No,No
43196733,Milwaukee Brewers,Water,No,No
433cc5af,Milwaukee Brewers,Psychic,Yes,No
4341f0b1,Washington Nationals,Grass,No,No
434449c6,Milwaukee Brewers,Grass,Yes,Yes
434978e6,Washington Nationals,Water,No,No
43518fba,Washington Nationals,Water,No,No
435747d1,Milwaukee Brewers,Fire,Yes,Yes
43584d89,Milwaukee Brewers,Fire,No,No
43683eef,Milwaukee Brewers,Fire,Yes,Unknown
4374898c,Washington Nationals,Psychic,Yes,No
43877b11,Washington Nationals,Water,No,No
43911a3f,Milwaukee Brewers,Water,No,No
439333ae,Milwaukee Brewers,Water,No,No
4399bffc,Washington Nationals,Water,No,No
43a14ad5,Milwaukee Brewers,Dragon,Yes,No
43a449aa,Milwaukee Brewers,Psychic,No,No
43af537a,Washington Nationals,Fire,Yes,No
43b1f767,Washington Nationals,Water,Yes,No
43b49e98,Washington Nationals,Grass,Yes,No
43c047df,Washington Nationals,Fire,Yes,Yes
43c5c3a3,Washington Nationals,Grass,Yes,No
43cfd412,Washington Nationals,Water,No,No
43d61669,Milwaukee Brewers,Water,No,No
43d65375,Milwaukee Brewers,Grass,No,No
43df7151,Milwaukee Brewers,Grass,No,No
43f39d08,Milwaukee Brewers,Water,No,No
43fc382c,Washington Nationals,Fire,No,Yes
44006fe7,Washington Nationals,Psychic,No,No
4402fd1c,Milwaukee Brewers,Fairy,Yes,No
440a5e4b,Washington Nationals,Water,No,No
440ea405,Washington Nationals,Fairy,No,No
440ed867,Milwaukee Brewers,Fire,Yes,Yes
440fc6a3,Milwaukee Brewers,Grass,Yes,No
441fe9a3,Milwaukee Brewers,Grass,No,No
44253dd2,Washington Nationals,Fire,Yes,No
44258590,Washington Nationals,Water,Yes,No
44272188,Washington Nationals,Fire,No,Yes
44294c68,Baltimore Orioles,Fairy,No,Yes
44344f26,Milwaukee Brewers,Grass,No,No
443e3211,Washington Nationals,Water,Yes,No
443ed395,Milwaukee Brewers,Grass,No,No
44499890,Milwaukee Brewers,Water,No,No
444f868d,Milwaukee Brewers,Grass,No,No
4450ff3c,Washington Nationals,Fairy,Yes,No
445f7e31,Milwaukee Brewers,Grass,No,No
446cca37,Milwaukee Brewers,Fairy,No,No
446e5db1,Baltimore Orioles,Grass,No,No
44735faa,Washington Nationals,Water,No,No
4473f35e,Washington Nationals,Fairy,No,No
447b6819,Washington Nationals,Fire,No,No
448bd17e,Milwaukee Brewers,Water,No,No
44bd58ee,Milwaukee Brewers,Grass,No,No
44bd590b,Washington Nationals,Fire,Yes,No
44c1e5dd,Washington Nationals,Water,No,No
44c58c89,Milwaukee Brewers,Grass,No,No
44c6f779,Milwaukee Brewers,Fire,No,No
44d22da9,Washington Nationals,Fire,Yes,No
44dedf22,Milwaukee Brewers,Grass,No,Yes
44e40194,Milwaukee Brewers,Water,Yes,No
44ec247d,Washington Nationals,Water,No,No
44f6a400,Milwaukee Brewers,Grass,No,No
44f77858,Milwaukee Brewers,Fairy,No,No
4506634b,Washington Nationals,Water,No,No
4516f49e,Milwaukee Brewers,Fire,No,No
4519a8d3,Milwaukee Brewers,Dragon,No,No
454477f7,Milwaukee Brewers,Grass,No,No
45466d6c,Washington Nationals,Water,No,No
45538f3c,Milwaukee Brewers,Fire,No,No
45543cc8,Washington Nationals,Fire,Yes,No
45694712,Washington Nationals,Fire,No,No
456a8b57,Milwaukee Brewers,Fire,Yes,Yes
456b5725,Washington Nationals,Fire,No,No
45772140,Milwaukee Brewers,Water,Yes,No
4578993a,Milwaukee Brewers,Grass,No,No
457a86f0,Milwaukee Brewers,Fairy,No,No
457d34dc,Milwaukee Brewers,Water,No,No
457fda0a,Washington Nationals,Fire,Yes,No
457ff09b,Milwaukee Brewers,Water,No,No
458c9006,Milwaukee Brewers,Fire,Yes,Yes
45a47947,Milwaukee Brewers,Fire,Yes,No
45b25f66,Milwaukee Brewers,Fire,Yes,Yes
45b67fb2,Washington Nationals,Grass,No,No
45bb46dc,Washington Nationals,Water,Yes,No
45c53eac,Washington Nationals,Grass,No,Yes
45d3fe84,Milwaukee Brewers,Fire,No,No
45da7cc3,Baltimore Orioles,Fairy,No,No
45fa2c61,Milwaukee Brewers,Fire,Yes,Yes
46012ec3,Washington Nationals,Dragon,Yes,No
460938cf,Milwaukee Brewers,Water,No,Unknown
4610bb1c,Milwaukee Brewers,Water,No,No
46127049,Milwaukee Brewers,Water,No,No
46134f0b,Washington Nationals,Fire,Yes,Yes
461441f5,Milwaukee Brewers,Water,No,Yes
4614f9de,Milwaukee Brewers,Water,No,No
461b044c,Milwaukee Brewers,Fairy,No,No
461be6ca,Baltimore Orioles,Grass,No,No
4620790d,Milwaukee Brewers,Psychic,Yes,No
4628b062,Milwaukee Brewers,Water,Yes,No
4629f45e,Milwaukee Brewers,Grass,No,No
462b6b22,Washington Nationals,Grass,No,No
46345288,Washington Nationals,Fire,No,Yes
4643e0d9,Washington Nationals,Fire,No,No
4644d772,Milwaukee Brewers,Water,No,No
4645c4ee,Milwaukee Brewers,Grass,No,No
4651439e,Milwaukee Brewers,Grass,No,No
46536825,Washington Nationals,Grass,No,No
465baf87,Milwaukee Brewers,Water,No,No
46653528,Washington Nationals,Water,No,No
466b30da,Washington Nationals,Grass,No,No
46702e40,Baltimore Orioles,Psychic,No,No
467319b8,Washington Nationals,Grass,No,No
4674f896,Washington Nationals,Dragon,Yes,Yes
467599e7,Washington Nationals,Dragon,No,No
468d966d,Washington Nationals,Grass,No,No
469db44f,Washington Nationals,Fire,No,No
46a22869,Baltimore Orioles,Water,No,No
46a8de39,Milwaukee Brewers,Fire,Yes,Yes
46ad8d9a,Milwaukee Brewers,Water,No,No
46adb486,Milwaukee Brewers,Water,No,No
46b5f44d,Washington Nationals,Water,No,No
46c3dbf0,Milwaukee Brewers,Grass,No,No
46e4d5ef,Milwaukee Brewers,Dragon,No,No
46e64d65,Washington Nationals,Fire,Yes,No
46e895b5,Washington Nationals,Fire,Yes,Yes
46efdc56,Milwaukee Brewers,Grass,No,Yes
46f89ff7,Milwaukee Brewers,Dragon,No,No
46fe2c7b,Milwaukee Brewers,Fire,Yes,Yes
47152fdb,Washington Nationals,Water,No,No
4716dd4e,Washington Nationals,Fairy,Yes,No
471ac8f6,Baltimore Orioles,Grass,No,No
47307efe,Washington Nationals,Grass,No,No
4732b62f,Milwaukee Brewers,Fairy,No,No
47366472,Baltimore Orioles,Water,Yes,No
4738cdac,Washington Nationals,Fire,Yes,Yes
47414085,Milwaukee Brewers,Fire,Yes,Yes
474bdda6,Washington Nationals,Water,No,No
47547140,Washington Nationals,Grass,No,No
475f8968,Washington Nationals,Grass,No,No
47607c1c,Washington Nationals,Grass,No,No
47673ef1,Milwaukee Brewers,Water,Yes,Yes
47740d26,Milwaukee Brewers,Dragon,No,No
4779c5af,Washington Nationals,Grass,Yes,No
477a55c4,Milwaukee Brewers,Fire,No,No
477afa79,Washington Nationals,Grass,Yes,No
4796852b,Washington Nationals,Fire,Yes,No
4799062b,Washington Nationals,Grass,No,No
47af2704,Milwaukee Brewers,Fire,Yes,No
47b17314,Milwaukee Brewers,Water,No,No
47b1ba15,Milwaukee Brewers,Grass,No,Yes
47b3116b,Washington Nationals,Fire,Yes,Yes
47bd2ea1,Milwaukee Brewers,Grass,No,No
47bf48f9,Washington Nationals,Water,Yes,Yes
47c08b00,Milwaukee Brewers,Grass,No,No
47c979bc,Milwaukee Brewers,Water,No,No
47ca0f2e,Milwaukee Brewers,Grass,No,No
47cc43e9,Milwaukee Brewers,Fairy,No,No
47d2cfd5,Washington Nationals,Water,No,No
47e219f7,Washington Nationals,Water,No,No
47f54cb8,Washington Nationals,Grass,No,No
47fa86fd,Milwaukee Brewers,Grass,Yes,No
480e4cc6,Milwaukee Brewers,Dragon,No,No
48100c49,Washington Nationals,Fire,Yes,Yes
4810b922,Washington Nationals,Fire,Yes,No
4824a099,Washington Nationals,Water,Yes,Yes
483f5f74,Washington Nationals,Water,No,No
4842e52f,Milwaukee Brewers,Grass,No,No
48442103,Baltimore Orioles,Fairy,No,No
4860644c,Milwaukee Brewers,Dragon,No,No
4872ac5f,Washington Nationals,Water,Yes,No
4878169b,Washington Nationals,Grass,Yes,No
487843e4,Washington Nationals,Fire,No,No
4879c89e,Washington Nationals,Fairy,Yes,No
488e8902,Milwaukee Brewers,Fire,No,No
4897c619,Washington Nationals,Water,Yes,No
48997321,Milwaukee Brewers,Grass,No,No
489b5eba,Milwaukee Brewers,Water,No,No
48ae9254,Washington Nationals,Water,No,No
48b4b5d1,Milwaukee Brewers,Water,No,No
48d43c94,Milwaukee Brewers,Grass,No,No
48d5fe66,Washington Nationals,Fire,Yes,Yes
48d61b77,Washington Nationals,Grass,No,No
48e1bf30,Washington Nationals,Water,Yes,No
48e41038,Milwaukee Brewers,Water,No,No
48eb2834,Washington Nationals,Water,No,No
48f05080,Washington Nationals,Fire,Yes,Unknown
48f9ab61,Milwaukee Brewers,Water,Yes,No
48faae8c,Milwaukee Brewers,Water,No,No
4907c23b,Milwaukee Brewers,Water,No,No
490a49d4,Milwaukee Brewers,Fairy,Yes,Yes
49168520,Milwaukee Brewers,Water,No,No
491ab15b,Washington Nationals,Water,Yes,Unknown
491e2ace,Washington Nationals,Water,Yes,No
491ed168,Washington Nationals,Psychic,Yes,No
492362c4,Washington Nationals,Grass,No,No
49242926,Baltimore Orioles,Water,No,No
4925eba6,Milwaukee Brewers,Fire,Yes,Yes
492981f4,Milwaukee Brewers,Fire,No,Unknown
492a2c0c,Washington Nationals,Fire,Yes,Yes
49342f0a,Milwaukee Brewers,Dragon,No,No
4937d6e5,Washington Nationals,Water,Yes,No
493df722,Milwaukee Brewers,Dragon,No,No
493e984f,Washington Nationals,Water,No,Yes
493e9a6b,Milwaukee Brewers,Water,Yes,No
494d87e3,Milwaukee Brewers,Grass,No,No
495060d9,Milwaukee Brewers,Grass,No,No
496a397d,Milwaukee Brewers,Dragon,Yes,No
496aeefd,Milwaukee Brewers,Grass,Yes,No
496bc4c6,Milwaukee Brewers,Water,No,No
496f0fea,Washington Nationals,Water,Yes,No
4975107c,Milwaukee Brewers,Grass,No,No
49802d03,Milwaukee Brewers,Grass,No,Yes
4980337a,Washington Nationals,Water,No,No
4980c5aa,Washington Nationals,Grass,Yes,No
498281b1,Milwaukee Brewers,Fire,Yes,No
4993d71f,Washington Nationals,Grass,No,No
49962bdf,Washington Nationals,Fire,Yes,Yes
49975e81,Milwaukee Brewers,Fire,Yes,No
499cafb4,Washington Nationals,Grass,No,No
49af6353,Washington Nationals,Fire,No,Yes
49b4e239,Milwaukee Brewers,Dragon,No,No
49b51522,Milwaukee Brewers,Water,No,No
49c8ec80,Milwaukee Brewers,Water,No,No
49ca71c5,Baltimore Orioles,Water,No,No
49ca9c97,Washington Nationals,Water,Yes,Yes
49d32c04,Washington Nationals,Fire,Yes,Yes
49d84adf,Washington Nationals,Psychic,Yes,No
49dc1c2b,Washington Nationals,Water,No,No
49e33a89,Milwaukee Brewers,Water,No,No
49f6a418,Washington Nationals,Grass,No,No
49f6cbb8,Milwaukee Brewers,Water,Yes,No
4a017719,Washington Nationals,Water,No,No
4a04dfbd,Milwaukee Brewers,Grass,No,No
4a0b0ece,Washington Nationals,Grass,No,No
4a0d01fc,Washington Nationals,Fire,Yes,No
4a106ea7,Milwaukee Brewers,Fire,No,No
4a1173c2,Washington Nationals,Fire,No,No
4a1cd3ff,Milwaukee Brewers,Grass,Yes,No
4a1f379b,Baltimore Orioles,Fire,Yes,No
4a2d02c3,Milwaukee Brewers,Fire,No,No
4a2e3413,Milwaukee Brewers,Dragon,Yes,No
4a36dc25,Washington Nationals,Water,No,No
4a403449,Milwaukee Brewers,Fire,Yes,Yes
4a43d078,Milwaukee Brewers,Water,No,No
4a4ad1dc,Washington Nationals,Grass,No,No
4a4b2766,Washington Nationals,Dragon,No,No
4a69b880,Washington Nationals,Grass,No,No
4a6c26c6,Washington Nationals,Water,No,No
4a6d0ce7,Baltimore Orioles,Water,No,No
4a6d7dff,Washington Nationals,Fire,Yes,No
4a76ff23,Washington Nationals,Water,No,No
4a7d8059,Milwaukee Brewers,Grass,No,No
4a82c4b7,Washington Nationals,Water,No,No
4a8b317e,Washington Nationals,Grass,No,No
4aab3742,Milwaukee Brewers,Water,No,No
4aad21b5,Washington Nationals,Grass,No,No
4ab9c06d,Washington Nationals,Fairy,No,No
4ac07feb,Washington Nationals,Dragon,No,No
4ac1fc1a,Washington Nationals,Water,Yes,No
4ac2557f,Washington Nationals,Water,Yes,No
4ac69450,Milwaukee Brewers,Water,No,No
4aca2092,Washington Nationals,Fairy,Yes,No
4ad251f8,Washington Nationals,Grass,No,No
4ad5ca8f,Milwaukee Brewers,Fire,No,No
4ae315ff,Washington Nationals,Grass,No,No
4ae7bcba,Washington Nationals,Water,No,No
4b02f72e,Milwaukee Brewers,Fire,No,No
4b037dfb,Washington Nationals,Water,Yes,Yes
4b07c307,Milwaukee Brewers,Water,Yes,No
4b115005,Milwaukee Brewers,Fire,Yes,Yes
4b14c046,Milwaukee Brewers,Water,Yes,No
4b1bfea9,Milwaukee Brewers,Water,Yes,Yes
4b23bd1a,Milwaukee Brewers,Grass,No,No
4b4608eb,Milwaukee Brewers,Grass,Yes,Unknown
4b48202b,Milwaukee Brewers,Psychic,Yes,No
4b529b20,Milwaukee Brewers,Water,No,No
4b73e064,Milwaukee Brewers,Fire,No,Yes
4b9d5d3f,Washington Nationals,Fairy,No,No
4bc905e4,Washington Nationals,Fire,No,Yes
4be86b36,Washington Nationals,Grass,No,No
4bea086d,Milwaukee Brewers,Water,No,No
4c09ae6a,Washington Nationals,Water,No,No
4c0c73f3,Milwaukee Brewers,Water,No,No
4c0d7a40,Milwaukee Brewers,Fairy,No,No
4c143c73,Milwaukee Brewers,Fire,No,No
4c16973d,Washington Nationals,Grass,Yes,Yes
4c1845bd,Milwaukee Brewers,Fire,No,No
4c24a6cc,Milwaukee Brewers,Fire,Yes,Yes
4c2cd0f7,Milwaukee Brewers,Water,Yes,No
4c2cd942,Washington Nationals,Dragon,Yes,No
4c39d2d2,Washington Nationals,Water,No,No
4c3d27d9,Washington Nationals,Water,No,No
4c3f3a4b,Washington Nationals,Water,No,Yes
4c50b524,Milwaukee Brewers,Dragon,Yes,No
4c70f72c,Milwaukee Brewers,Water,No,No
4c80a58d,Washington Nationals,Fire,Yes,Yes
4c996bab,Washington Nationals,Dragon,Yes,No
4c99df2c,Washington Nationals,Fire,No,Yes
4c9e635a,Washington Nationals,Fairy,No,No
4ca1ca44,Milwaukee Brewers,Water,No,No
4ca3e5d0,Washington Nationals,Fairy,Yes,No
4ca8f68d,Washington Nationals,Fire,No,No
4cac4cae,Milwaukee Brewers,Water,No,No
4cbcfc1d,Washington Nationals,Water,No,No
4cbf4366,Milwaukee Brewers,Fire,Yes,Yes
4cc26cf3,Washington Nationals,Water,No,No
4cc3a337,Milwaukee Brewers,Fire,Yes,Unknown
4ccb3484,Washington Nationals,Fire,Yes,Unknown
4ccd3602,Washington Nationals,Fire,Yes,Yes
4ccf99ee,Baltimore Orioles,Water,No,No
4cd97471,Washington Nationals,Fire,No,No
4cdd091b,Milwaukee Brewers,Water,No,No
4ce453bc,Washington Nationals,Water,No,No
4ce9b159,Milwaukee Brewers,Fire,Yes,No
4cf9861b,Washington Nationals,Fire,Yes,Yes
4cfa09ec,Milwaukee Brewers,Grass,No,No
4cff467f,Washington Nationals,Dragon,No,No
4d01ef82,Washington Nationals,Fire,No,No
4d13315b,Washington Nationals,Grass,Yes,Yes
4d2070aa,Washington Nationals,Water,No,No
4d33583b,Washington Nationals,Grass,No,No
4d4047da,Washington Nationals,Fire,Yes,Yes
4d5f3dc8,Milwaukee Brewers,Water,No,No
4d6eb00f,Washington Nationals,Fire,No,Yes
4d74d534,Milwaukee Brewers,Fire,Yes,No
4d7f76e1,Washington Nationals,Water,No,No
4d8adba5,Washington Nationals,Fire,Yes,Yes
4d9d6acd,Milwaukee Brewers,Water,No,No
4da48d14,Washington Nationals,Dragon,No,Yes
4dc0e3f4,Washington Nationals,Fire,No,No
4dd3f87d,Milwaukee Brewers,Fire,Yes,Yes
4ddf6b79,Washington Nationals,Fire,No,Yes
4de88141,Washington Nationals,Water,Yes,No
4dec3b5d,Milwaukee Brewers,Fire,Yes,No
4df0311d,Milwaukee Brewers,Fire,Yes,Yes
4df353e8,Washington Nationals,Dragon,No,No
4dfb19a9,Milwaukee Brewers,Grass,No,No
4e0bb742,Milwaukee Brewers,Fire,No,No
4e10c578,Washington Nationals,Water,Yes,No
4e185056,Milwaukee Brewers,Water,No,No
4e1970c7,Washington Nationals,Grass,No,No
4e26ff34,Washington Nationals,Water,No,No
4e2aa165,Milwaukee Brewers,Fire,No,Unknown
4e2b9ead,Washington Nationals,Water,No,No
4e35ac49,Milwaukee Brewers,Dragon,No,No
4e4c3cba,Milwaukee Brewers,Water,No,Yes
4e5d0758,Milwaukee Brewers,Fairy,Yes,Yes
4e70eec4,Milwaukee Brewers,Grass,No,No
4e7f784b,Washington Nationals,Grass,No,Yes
4e7fd31f,Milwaukee Brewers,Grass,No,No
4e8743ae,Washington Nationals,Fire,Yes,No
4e8d2f32,Milwaukee Brewers,Water,No,No
4e8eaae3,Washington Nationals,Water,No,No
4e998834,Milwaukee Brewers,Grass,Yes,No
4e99c8dd,Washington Nationals,Water,No,Yes
4ea4ad38,Milwaukee Brewers,Grass,No,No
4ea4c3f8,Washington Nationals,Fire,No,Yes
4ea4e640,Milwaukee Brewers,Water,No,No
4ea71206,Milwaukee Brewers,Water,No,No
4eb68ac7,Washington Nationals,Grass,Yes,No
4eb8e3d8,Milwaukee Brewers,Grass,No,No
4ebaedde,Washington Nationals,Grass,No,No
4ebc0b1e,Washington Nationals,Water,No,No
4ec4eb0a,Baltimore Orioles,Psychic,No,Unknown
4ed5cbe8,Milwaukee Brewers,Grass,Yes,No
4edc8708,Washington Nationals,Dragon,No,No
4ee69963,Washington Nationals,Fire,No,No
4eec2d4a,Milwaukee Brewers,Fire,No,No
4ef67993,Milwaukee Brewers,Grass,No,No
4f0f244c,Milwaukee Brewers,Fire,No,Yes
4f143a13,Washington Nationals,Fire,No,Yes
4f1f6ce7,Milwaukee Brewers,Water,Yes,No
4f21c4a0,Washington Nationals,Water,No,No
4f2eb646,Milwaukee Brewers,Grass,No,No
4f2ee514,Washington Nationals,Water,Yes,No
4f3d84ee,Milwaukee Brewers,Water,No,No
4f3e324b,Milwaukee Brewers,Fire,Yes,Yes
4f453616,Milwaukee Brewers,Water,No,No
4f4b4e13,Washington Nationals,Dragon,Yes,No
4f505a7e,Milwaukee Brewers,Water,No,No
4f5ed2b5,Washington Nationals,Dragon,Yes,Yes
4f5f5aa3,Washington Nationals,Fire,No,No
4f6acf20,Washington Nationals,Fire,Yes,No
4f6ddddd,Milwaukee Brewers,Fire,Yes,Yes
4f6fc942,Milwaukee Brewers,Fire,No,Unknown
4f73955a,Milwaukee Brewers,Fire,Yes,Yes
4f85335a,Washington Nationals,Water,No,No
4f8d3041,Milwaukee Brewers,Grass,No,No
4f957df3,Milwaukee Brewers,Water,No,No
4f9f1bc3,Milwaukee Brewers,Fairy,Yes,No
4f9f7f22,Milwaukee Brewers,Grass,No,No
4fa332cb,Washington Nationals,Grass,No,No
4fa37256,Milwaukee Brewers,Fire,Yes,Yes
4fb35b4f,Milwaukee Brewers,Water,Yes,Yes
4fbd6554,Milwaukee Brewers,Water,No,No
4fc54dab,Milwaukee Brewers,Dragon,No,No
4fcd6fbd,Milwaukee Brewers,Water,Yes,No
4fcde414,Milwaukee Brewers,Fire,No,No
4ff34894,Baltimore Orioles,Water,No,No
4ffa2e85,Milwaukee Brewers,Fairy,No,No
501c2806,Milwaukee Brewers,Water,No,No
5022a833,Milwaukee Brewers,Water,No,No
50262f49,Washington Nationals,Grass,Yes,No
5032f115,Washington Nationals,Grass,Yes,Yes
5038180e,Milwaukee Brewers,Grass,No,No
5039637f,Milwaukee Brewers,Dragon,No,No
503b5c90,Milwaukee Brewers,Fire,Yes,No
503d8ad1,Washington Nationals,Grass,No,No
5043ca09,Washington Nationals,Grass,No,No
50623b40,Washington Nationals,Fire,No,Yes
5066e4e1,Washington Nationals,Water,No,No
506d20d2,Baltimore Orioles,Water,No,No
507b44e2,Milwaukee Brewers,Grass,No,No
507cdecf,Washington Nationals,Fire,No,No
50841b6a,Milwaukee Brewers,Water,No,No
508faeeb,Milwaukee Brewers,Grass,No,No
5098bb8a,Milwaukee Brewers,Water,No,No
509abec7,Washington Nationals,Fire,No,No
509d25c7,Washington Nationals,Grass,No,No
50a37b29,Milwaukee Brewers,Dragon,No,No
50ab7c4f,Milwaukee Brewers,Water,No,No
50ad3db9,Washington Nationals,Grass,No,No
50b88043,Milwaukee Brewers,Water,No,No
50be86f3,Milwaukee Brewers,Water,No,No
50c07333,Milwaukee Brewers,Water,No,No
50c2cfb5,Washington Nationals,Grass,No,No
50c9291b,Milwaukee Brewers,Fire,No,No
50ca07a3,Milwaukee Brewers,Fire,Yes,Yes
50d2607a,Washington Nationals,Fire,Yes,Yes
50d3e935,Washington Nationals,Grass,Yes,No
50d4d8b3,Washington Nationals,Water,No,No
50d4edc3,Washington Nationals,Fire,Yes,No
50d540b3,Milwaukee Brewers,Fire,Yes,Yes
50d74c7c,Milwaukee Brewers,Fire,No,Yes
50ed5007,Washington Nationals,Dragon,No,No
50ef1434,Washington Nationals,Fire,Yes,Yes
50f164d0,Washington Nationals,Water,No,No
50f1c0c5,Washington Nationals,Dragon,No,No
50fb2078,Milwaukee Brewers,Fire,No,Yes
50fe62bc,Washington Nationals,Fairy,Yes,No
5103a817,Washington Nationals,Water,Yes,No
5111f7df,Washington Nationals,Fairy,Yes,No
51126090,Milwaukee Brewers,Fairy,Yes,Unknown
511e1ba4,Milwaukee Brewers,Psychic,Yes,Yes
51360d8e,Washington Nationals,Fire,No,No
51433df0,Washington Nationals,Water,Yes,No
51451692,Milwaukee Brewers,Dragon,Yes,No
5149a871,Milwaukee Brewers,Fire,Yes,No
514ba112,Washington Nationals,Fire,No,Yes
515b0a77,Washington Nationals,Fairy,Yes,Yes
5161d6b3,Milwaukee Brewers,Grass,Yes,No
5170e3c4,Milwaukee Brewers,Fire,No,No
5175018a,Washington Nationals,Grass,Yes,Unknown
517a7cb6,Washington Nationals,Water,No,No
517c7ccd,Milwaukee Brewers,Fire,Yes,Unknown
51874b02,Milwaukee Brewers,Fairy,No,No
5189bf15,Washington Nationals,Fire,No,No
5199f81c,Milwaukee Brewers,Fire,Yes,Yes
51a6c35b,Milwaukee Brewers,Water,No,No
51b1ebb8,Milwaukee Brewers,Dragon,No,No
51b2e22d,Washington Nationals,Fire,Yes,Yes
51b667a3,Milwaukee Brewers,Water,No,No
51b8d9d6,Milwaukee Brewers,Water,No,No
51c264af,Washington Nationals,Water,No,No
51c4aa75,Milwaukee Brewers,Dragon,Yes,No
51d09076,Washington Nationals,Grass,Yes,No
51d20c44,Washington Nationals,Fire,No,No
51dabed0,Washington Nationals,Fire,Yes,No
51f8d9ba,Washington Nationals,Fire,No,Yes
51fe6192,Baltimore Orioles,Water,No,No
51fee916,Washington Nationals,Fire,No,No
522e4908,Washington Nationals,Fire,Yes,Yes
5239d66d,Washington Nationals,Fairy,No,Yes
524c926a,Washington Nationals,Grass,Yes,No
52505448,Washington Nationals,Grass,Yes,No
525c1b21,Milwaukee Brewers,Fire,No,No
525ec938,Milwaukee Brewers,Water,No,No
5269a537,Milwaukee Brewers,Fire,Yes,No
526bf143,Milwaukee Brewers,Psychic,Yes,Unknown
5270a349,Milwaukee Brewers,Fire,Yes,Yes
527e1701,Washington Nationals,Fire,No,No
528d18b5,Washington Nationals,Grass,No,No
5294e573,Washington Nationals,Fire,No,Yes
52a2e77b,Washington Nationals,Fire,No,Unknown
52b5acdc,Milwaukee Brewers,Dragon,No,No
52b6c67c,Washington Nationals,Grass,No,No
52bddaea,Washington Nationals,Fire,Yes,No
52bf3e16,Milwaukee Brewers,Psychic,Yes,Yes
52c7218a,Washington Nationals,Dragon,No,No
52cfeb57,Milwaukee Brewers,Water,Yes,No
52d4504c,Milwaukee Brewers,Fire,Yes,Yes
52d86922,Milwaukee Brewers,Water,No,No
52e739e4,Milwaukee Brewers,Fire,Yes,No
52f08c2a,Milwaukee Brewers,Water,Yes,No
52f36bdc,Washington Nationals,Fire,Yes,Yes
52fdab17,Milwaukee Brewers,Grass,No,No
53028409,Washington Nationals,Water,No,No
53066f2d,Washington Nationals,Fire,No,No
5306d236,Milwaukee Brewers,Grass,No,No
530e373e,Washington Nationals,Fire,Yes,Yes
530ec8f8,Milwaukee Brewers,Water,No,Yes
53115983,Washington Nationals,Fire,No,No
53171877,Milwaukee Brewers,Fire,Yes,Yes
531aa6c2,Washington Nationals,Grass,No,No
532970f6,Milwaukee Brewers,Fairy,No,No
532b7a4e,Milwaukee Brewers,Grass,Yes,Yes
532d7c55,Baltimore Orioles,Fairy,No,No
53389439,Milwaukee Brewers,Water,Yes,Unknown
533f03ad,Baltimore Orioles,Fairy,No,No
5340e16b,Washington Nationals,Fire,Yes,No
53445055,Washington Nationals,Grass,Yes,Yes
534ca8bc,Milwaukee Brewers,Grass,Yes,Yes
53505467,Milwaukee Brewers,Water,No,No
53679564,Milwaukee Brewers,Fire,No,No
536f57e0,Washington Nationals,Dragon,No,No
53781d94,Washington Nationals,Water,No,Yes
5379199b,Washington Nationals,Grass,No,No
537c65c9,Milwaukee Brewers,Water,No,No
537e7e1d,Washington Nationals,Water,No,No
539141d8,Milwaukee Brewers,Grass,No,No
5393d469,Milwaukee Brewers,Water,Yes,No
539ae53c,Milwaukee Brewers,Grass,No,No
53a3190f,Washington Nationals,Water,No,No
53a8becc,Washington Nationals,Water,Yes,Yes
53a90eb8,Washington Nationals,Fire,No,No
53adef0c,Milwaukee Brewers,Grass,No,No
53c37b54,Washington Nationals,Water,Yes,No
53c47967,Milwaukee Brewers,Fire,Yes,Yes
53ca9fac,Washington Nationals,Fire,Yes,Yes
53ceb76d,Washington Nationals,Water,No,No
53d430ef,Washington Nationals,Fire,Yes,Yes
53d4443b,Milwaukee Brewers,Fire,No,No
53d50a53,Milwaukee Brewers,Water,Yes,Yes
53e95ffe,Washington Nationals,Fire,No,No
53ef6c03,Washington Nationals,Grass,No,No
53f18b04,Washington Nationals,Fire,Yes,Yes
