term_code,course_id,subject,course_num,student_id,final_grade
Fall 2021,9e8ec9f3,Mahjong Strategy,004A,7973b88d,A
Fall 2021,75f79d03,Eel Catching,001A,0e55deb0,D
Fall 2021,45742f76,Mahjong Strategy,001,0e55deb0,W
Fall 2021,fbd17c18,Crocheting,001,55526143,A
Fall 2021,042e1956,Eel Catching,001A,55526143,A
Fall 2021,8e349384,Mahjong Strategy,010,55526143,B
Fall 2021,b0dc1bf8,Apple Picking,001B,b039fb3c,D
Fall 2021,f7650ad1,Crocheting,001,b039fb3c,C
Fall 2021,6947847a,Mahjong Strategy,105,9ffb706f,A
Fall 2021,4dfb5479,Eel Catching,001A,5d4f4c35,D
Fall 2021,f7650ad1,Crocheting,001,31b601c9,C
Fall 2021,e0e44ded,Eel Catching,001B,6c7014bd,A
Fall 2021,25bc76d9,Mahjong Strategy,004A,a4fe39c8,A
Fall 2021,81e02dee,Mahjong Strategy,003A,cf57e504,A
Fall 2021,b83c5a88,Apple Picking,067A,3959bcd2,W
Fall 2021,a4d9df10,Mahjong Strategy,003A,7d4ca960,W
Fall 2021,a060635c,Eel Catching,001A,b03bb994,A
Fall 2021,2ff2c9cd,Eel Catching,099X,b03bb994,P
Fall 2021,669254be,Mahjong Strategy,010,b03bb994,W
Fall 2021,0749ecd5,Mahjong Strategy,010C,b03bb994,W
Fall 2021,17755f39,Eel Catching,001B,c33925e4,B
Fall 2021,9cd4093e,Mahjong Strategy,014,c33925e4,C
Fall 2021,3da0cc8c,Crocheting,001,aa9a98f6,W
Fall 2021,9aeeb3de,Eel Catching,001A,aa9a98f6,W
Fall 2021,f42de7fd,Mahjong Strategy,010,aa9a98f6,W
Fall 2021,59868bdf,Eel Catching,001A,dd91f01f,D
Fall 2021,fa634167,Eel Catching,001A,2e914b10,C
Fall 2021,3666b21a,Mahjong Strategy,010,2e914b10,C
Fall 2021,a1f017a7,Mahjong Strategy,010C,2e914b10,P
Fall 2021,653395d7,Mahjong Strategy,004A,7a685431,A
Fall 2021,9720c0b0,Eel Catching,001B,53679564,B
Fall 2021,759a3a3b,Mahjong Strategy,010,53679564,B
Fall 2021,7c38ba0a,Eel Catching,001C,67cc9846,A
Fall 2021,12b00db1,Crocheting,001,22689dce,B
Fall 2021,8cc733c7,Eel Catching,001A,22689dce,B
Fall 2021,4917c11a,Mahjong Strategy,001,22689dce,A
Fall 2021,14f88a5f,Eel Catching,001A,cfbb2bda,B
Fall 2021,f7650ad1,Crocheting,001,cf609829,A
Fall 2021,d57a6a7a,Eel Catching,044,cf609829,A
Fall 2021,8412ebf0,Eel Catching,001A,cb22da47,B
Fall 2021,8b78f7f3,Eel Catching,099X,cb22da47,P
Fall 2021,a4d9df10,Mahjong Strategy,003A,cb22da47,W
Fall 2021,50727605,Mahjong Strategy,000D,167c7640,W
Fall 2021,fe869aae,Mahjong Strategy,010,167c7640,B
Fall 2021,7b810ae6,Mahjong Strategy,106,71d1164c,A
Fall 2021,f1140fb4,Eel Catching,001A,a994b425,W
Fall 2021,4591098a,Eel Catching,001B,906074c3,B
Fall 2021,33dc49ff,Eel Catching,001A,b7568061,C
Fall 2021,a4d9df10,Mahjong Strategy,003A,b7568061,W
Fall 2021,9956edf1,Mahjong Strategy,003B,d92deb26,A
Fall 2021,7ee88e20,Eel Catching,905,4a2e3413,NP
Fall 2021,328cbbf4,Mahjong Strategy,010,4a2e3413,W
Fall 2021,9cd4093e,Mahjong Strategy,014,4a2e3413,W
Fall 2021,2bfe8e62,Mahjong Strategy,012,735466ad,W
Fall 2021,88823e19,Mahjong Strategy,012C,735466ad,W
Fall 2021,a4d9df10,Mahjong Strategy,003A,e00df64c,A
Fall 2021,16d0b9f9,Crocheting,001,cf978729,A
Fall 2021,48d753ff,Mahjong Strategy,106,9c3ef8ed,W
Fall 2021,25bc76d9,Mahjong Strategy,004A,14aacc6a,A
Fall 2021,8e349384,Mahjong Strategy,010,369ef9de,A
Fall 2021,f4335eb5,Mahjong Strategy,106,5a67c1c2,B
Fall 2021,e0e44ded,Eel Catching,001B,9448a680,B
Fall 2021,50727605,Mahjong Strategy,000D,9448a680,A
Fall 2021,c0359647,Eel Catching,001C,eab321d3,B
Fall 2021,9488ea29,Eel Catching,001A,d83adf24,F
Fall 2021,f04f4bf4,Mahjong Strategy,010,d83adf24,F
Fall 2021,2eb83e16,Eel Catching,001A,cf12f6b9,C
Fall 2021,84e3a411,Mahjong Strategy,002,cf12f6b9,W
Fall 2021,14f88a5f,Eel Catching,001A,9c39be0e,B
Fall 2021,0f39a651,Eel Catching,001A,0b024584,B
Fall 2021,08504c05,Mahjong Strategy,001,0b024584,C
Fall 2021,a4b81228,Crocheting,001,3d97225b,C
Fall 2021,295da6fd,Eel Catching,001A,3d97225b,B
Fall 2021,f4335eb5,Mahjong Strategy,106,3d97225b,C
Fall 2021,7ee88e20,Eel Catching,905,3b019ea0,P
Fall 2021,19cd8513,Apple Picking,095,8881e642,A
Fall 2021,2a2fe6ac,Eel Catching,001B,8881e642,B
Fall 2021,4591098a,Eel Catching,001B,16078e67,F
Fall 2021,3666b21a,Mahjong Strategy,010,16078e67,B
Fall 2021,a1f017a7,Mahjong Strategy,010C,16078e67,P
Fall 2021,97f3fcd6,Mahjong Strategy,003A,0735e80b,A
Fall 2021,14f88a5f,Eel Catching,001A,d23ce0ef,W
Fall 2021,4a72162f,Mahjong Strategy,010,d23ce0ef,W
Fall 2021,10672195,Crocheting,001,9850e3ef,A
Fall 2021,fa634167,Eel Catching,001A,9850e3ef,A
Fall 2021,da6775dc,Mahjong Strategy,106,22126501,B
Fall 2021,6f451884,Mahjong Strategy,106C,22126501,NP
Fall 2021,3b4485c7,Apple Picking,001E,d4e83be9,A
Fall 2021,8e349384,Mahjong Strategy,010,d4e83be9,A
Fall 2021,9488ea29,Eel Catching,001A,bc554be7,D
Fall 2021,20e84103,Mahjong Strategy,004C,a685e620,A
Fall 2021,f0a4d7a5,Mahjong Strategy,000D,ec08b425,W
Fall 2021,55142fe5,Crocheting,008,4ad251f8,A
Fall 2021,a1245692,Apple Picking,001A,bfb99d2f,W
Fall 2021,d3b30537,Apple Picking,031A,bfb99d2f,W
Fall 2021,5cad6517,Apple Picking,057A,bfb99d2f,W
Fall 2021,2bfe8e62,Mahjong Strategy,012,36410325,A
Fall 2021,88823e19,Mahjong Strategy,012C,36410325,P
Fall 2021,71db6c4d,Eel Catching,001A,be7eb928,W
Fall 2021,7b810ae6,Mahjong Strategy,106,be7eb928,B
Fall 2021,d2c536c9,Mahjong Strategy,003A,b368b67e,A
Fall 2021,c9951997,Mahjong Strategy,003A,a2189ad9,W
Fall 2021,042e1956,Eel Catching,001A,6e025b0b,A
Fall 2021,4917c11a,Mahjong Strategy,001,1c7dd47d,B
Fall 2021,be7ee771,Mahjong Strategy,000D,7ac8b7b6,A
Fall 2021,e7c85d2a,Eel Catching,903,339ee8ea,P
Fall 2021,d8c31d62,Apple Picking,067B,0e7a209d,A
Fall 2021,10672195,Crocheting,001,abf82f02,W
Fall 2021,e0e44ded,Eel Catching,001B,abf82f02,B
Fall 2021,ce6de270,Mahjong Strategy,010,abf82f02,W
Fall 2021,331eae9e,Eel Catching,001A,8a356597,W
Fall 2021,b3c3b41f,Apple Picking,055,afed93b2,A
Fall 2021,3b4485c7,Apple Picking,001E,20b3d99d,W
Fall 2021,71db6c4d,Eel Catching,001A,20b3d99d,W
Fall 2021,f42de7fd,Mahjong Strategy,010,20b3d99d,W
Fall 2021,3f26be2b,Mahjong Strategy,004C,d1b54deb,A
Fall 2021,732fc83b,Crocheting,001,84966909,B
Fall 2021,9aeeb3de,Eel Catching,001A,84966909,W
Fall 2021,b3c3b41f,Apple Picking,055,9a221df5,W
Fall 2021,99563417,Eel Catching,001B,992fd917,A
Fall 2021,042e1956,Eel Catching,001A,f518fb6a,A
Fall 2021,759a3a3b,Mahjong Strategy,010,f518fb6a,B
Fall 2021,94bef8a0,Eel Catching,001B,40a9772a,F
Fall 2021,9ec8eaa3,Eel Catching,001B,170421ca,C
Fall 2021,7ee88e20,Eel Catching,905,d04b1d40,P
Fall 2021,0aff558e,Eel Catching,001A,43b49e98,F
Fall 2021,53c6b218,Eel Catching,099X,43b49e98,NP
Fall 2021,ce70c0d7,Apple Picking,033A,c8b40ddd,A
Fall 2021,6947847a,Mahjong Strategy,105,c8b40ddd,A
Fall 2021,b36ed35d,Eel Catching,001A,a974afbd,B
Fall 2021,8caa5076,Mahjong Strategy,105,1627ffc1,B
Fall 2021,295da6fd,Eel Catching,001A,88738cef,A
Fall 2021,dff84d37,Mahjong Strategy,010,88738cef,A
Fall 2021,d2c536c9,Mahjong Strategy,003A,69ed6da5,A
Fall 2021,254ef9b2,Eel Catching,001A,71fa99c1,A
Fall 2021,84e3a411,Mahjong Strategy,002,71fa99c1,C
Fall 2021,bdb342e0,Eel Catching,001B,2e96f656,W
Fall 2021,a4d9df10,Mahjong Strategy,003A,2e96f656,C
Fall 2021,21c1733e,Mahjong Strategy,010,ae7e1745,A
Fall 2021,9720c0b0,Eel Catching,001B,524c926a,W
Fall 2021,a4d9df10,Mahjong Strategy,003A,daffaa10,A
Fall 2021,c12f5403,Apple Picking,031A,daf32dea,W
Fall 2021,2d43be09,Apple Picking,062A,daf32dea,W
Fall 2021,c0359647,Eel Catching,001C,7e67de06,F
Fall 2021,de191b8d,Apple Picking,062B,85d446f8,F
Fall 2021,1785d519,Mahjong Strategy,106,b0422570,W
Fall 2021,9720c0b0,Eel Catching,001B,5b8a9158,A
Fall 2021,acb466a9,Mahjong Strategy,002,5b8a9158,A
Fall 2021,5810a249,Crocheting,001,d6e8d8d5,B
Fall 2021,a4b81228,Crocheting,001,fd291b6a,B
Fall 2021,0c034aca,Eel Catching,001A,fd291b6a,C
Fall 2021,d815c569,Eel Catching,001A,a4f7d299,F
Fall 2021,f04f4bf4,Mahjong Strategy,010,a4f7d299,F
Fall 2021,c12f5403,Apple Picking,031A,1b26280a,A
Fall 2021,b83c5a88,Apple Picking,067A,1b26280a,A
Fall 2021,9e09cdb4,Eel Catching,001C,999167e0,A
Fall 2021,b28e5be6,Eel Catching,001A,abd10ea4,C
Fall 2021,64433aee,Mahjong Strategy,010,abd10ea4,F
Fall 2021,855a2209,Eel Catching,001A,084b9d00,C
Fall 2021,2bab8c61,Apple Picking,013,582450bb,W
Fall 2021,75f79d03,Eel Catching,001A,938f81a3,C
Fall 2021,f2346520,Apple Picking,001D,45d3fe84,B
Fall 2021,9956edf1,Mahjong Strategy,003B,966e6a0b,A
Fall 2021,20e84103,Mahjong Strategy,004C,966e6a0b,A
Fall 2021,86753e4c,Mahjong Strategy,012,1a2e260e,B
Fall 2021,86753e4c,Mahjong Strategy,012,733555f6,A
Fall 2021,27301841,Eel Catching,001A,7f02e2b6,A
Fall 2021,f1140fb4,Eel Catching,001A,8aae1195,W
Fall 2021,4dfb5479,Eel Catching,001A,cf3e93dc,C
Fall 2021,df973434,Mahjong Strategy,004B,9fa53238,A
Fall 2021,d6ee7464,Mahjong Strategy,004A,c8cda9a2,C
Fall 2021,322d4c7c,Mahjong Strategy,010,8d7f9900,C
Fall 2021,b36ed35d,Eel Catching,001A,8cd5ee85,A
Fall 2021,7cc76cd0,Mahjong Strategy,012,423ba352,C
Fall 2021,6947847a,Mahjong Strategy,105,9ed2e601,B
Fall 2021,4a816ec1,Mahjong Strategy,004B,1d47c82f,A
Fall 2021,0f39a651,Eel Catching,001A,5b0f49fb,A
Fall 2021,84e3a411,Mahjong Strategy,002,5b0f49fb,B
Fall 2021,b36ed35d,Eel Catching,001A,b4993d4d,A
Fall 2021,45742f76,Mahjong Strategy,001,b4993d4d,B
Fall 2021,ce6de270,Mahjong Strategy,010,b2df1c03,A
Fall 2021,8cc733c7,Eel Catching,001A,3f6dea3a,W
Fall 2021,fe869aae,Mahjong Strategy,010,3f6dea3a,W
Fall 2021,6947847a,Mahjong Strategy,105,0e15e017,C
Fall 2021,0412b3e7,Apple Picking,004,d9a1d470,B
Fall 2021,b28e5be6,Eel Catching,001A,d9a1d470,F
Fall 2021,3803de09,Mahjong Strategy,000G,d9a1d470,D
Fall 2021,7ee88e20,Eel Catching,905,fec4cfe3,NP
Fall 2021,73edd4c4,Mahjong Strategy,010,fec4cfe3,F
Fall 2021,737a6e55,Mahjong Strategy,010C,fec4cfe3,NP
Fall 2021,fa634167,Eel Catching,001A,ab977831,A
Fall 2021,dff84d37,Mahjong Strategy,010,ab977831,A
Fall 2021,75f79d03,Eel Catching,001A,8819717f,D
Fall 2021,12da36be,Mahjong Strategy,002,8819717f,C
Fall 2021,a58a0518,Eel Catching,001B,17089887,A
Fall 2021,f42de7fd,Mahjong Strategy,010,17089887,A
Fall 2021,71db6c4d,Eel Catching,001A,a487fa58,A
Fall 2021,80389344,Eel Catching,001A,e4f31938,W
Fall 2021,4a72162f,Mahjong Strategy,010,e4f31938,F
Fall 2021,f1140fb4,Eel Catching,001A,bcc64c47,A
Fall 2021,759a3a3b,Mahjong Strategy,010,bcc64c47,B
Fall 2021,9aeeb3de,Eel Catching,001A,2a44b1c7,W
Fall 2021,f42de7fd,Mahjong Strategy,010,2a44b1c7,F
Fall 2021,4dfb5479,Eel Catching,001A,6f739a3f,A
Fall 2021,4a72162f,Mahjong Strategy,010,6f739a3f,C
Fall 2021,e8f21287,Crocheting,001,a5b8a558,A
Fall 2021,14f88a5f,Eel Catching,001A,a5b8a558,A
Fall 2021,fbd17c18,Crocheting,001,90f6675b,B
Fall 2021,9e8ec9f3,Mahjong Strategy,004A,cc048ef0,A
Fall 2021,a1245692,Apple Picking,001A,8ccd8008,A
Fall 2021,f0c9452b,Apple Picking,031A,8ccd8008,A
Fall 2021,669254be,Mahjong Strategy,010,8ccd8008,A
Fall 2021,0749ecd5,Mahjong Strategy,010C,8ccd8008,P
Fall 2021,a1a9b59a,Eel Catching,001A,7040fa36,F
Fall 2021,4aa15f34,Eel Catching,099X,7040fa36,NP
Fall 2021,6947847a,Mahjong Strategy,105,3ab7eb3e,D
Fall 2021,1abde9e6,Eel Catching,001A,ac4eeb25,W
Fall 2021,669254be,Mahjong Strategy,010,ac4eeb25,F
Fall 2021,0749ecd5,Mahjong Strategy,010C,ac4eeb25,NP
Fall 2021,254ef9b2,Eel Catching,001A,1ef4b36c,B
Fall 2021,f0a4d7a5,Mahjong Strategy,000D,1ef4b36c,B
Fall 2021,0f39a651,Eel Catching,001A,53a3190f,A
Fall 2021,da6775dc,Mahjong Strategy,106,53a3190f,A
Fall 2021,6f451884,Mahjong Strategy,106C,53a3190f,P
Fall 2021,d815c569,Eel Catching,001A,dc12936b,A
Fall 2021,35a545fb,Mahjong Strategy,001,dc12936b,A
Fall 2021,63947760,Crocheting,001,a9bd8563,W
Fall 2021,9aeeb3de,Eel Catching,001A,a9bd8563,W
Fall 2021,45742f76,Mahjong Strategy,001,a9bd8563,B
Fall 2021,d6ee7464,Mahjong Strategy,004A,93772616,C
Fall 2021,eccf1404,Crocheting,001,ea258107,D
Fall 2021,80389344,Eel Catching,001A,13fb7e37,F
Fall 2021,042e1956,Eel Catching,001A,7961fb8b,F
Fall 2021,afd541e3,Mahjong Strategy,001,7961fb8b,B
Fall 2021,a8021a38,Mahjong Strategy,001C,7961fb8b,P
Fall 2021,b36ed35d,Eel Catching,001A,c08fd1d2,B
Fall 2021,8e349384,Mahjong Strategy,010,c08fd1d2,B
Fall 2021,653395d7,Mahjong Strategy,004A,9fd70d61,A
Fall 2021,254ef9b2,Eel Catching,001A,d940b927,W
Fall 2021,6947847a,Mahjong Strategy,105,d940b927,W
Fall 2021,25bc76d9,Mahjong Strategy,004A,980f4a8b,A
Fall 2021,6947847a,Mahjong Strategy,105,7d34e408,W
Fall 2021,8412ebf0,Eel Catching,001A,90c303e7,A
Fall 2021,8b78f7f3,Eel Catching,099X,90c303e7,P
Fall 2021,48d753ff,Mahjong Strategy,106,90c303e7,A
Fall 2021,a58a0518,Eel Catching,001B,1bd2e405,B
Fall 2021,3d7720b2,Mahjong Strategy,010,1bd2e405,B
Fall 2021,855a2209,Eel Catching,001A,85d266b1,W
Fall 2021,d2c536c9,Mahjong Strategy,003A,85d266b1,W
Fall 2021,0c034aca,Eel Catching,001A,a511013d,W
Fall 2021,669254be,Mahjong Strategy,010,a511013d,B
Fall 2021,0749ecd5,Mahjong Strategy,010C,a511013d,P
Fall 2021,9955e8c8,Mahjong Strategy,004A,e172a52a,A
Fall 2021,322d4c7c,Mahjong Strategy,010,09a5adc3,A
Fall 2021,0ac56725,Apple Picking,035A,528d18b5,C
Fall 2021,1b7dfa83,Apple Picking,067A,563ee046,A
Fall 2021,97f3fcd6,Mahjong Strategy,003A,563ee046,A
Fall 2021,a4d9df10,Mahjong Strategy,003A,6c93da37,A
Fall 2021,cf709a6a,Mahjong Strategy,003B,d74d6ea8,A
Fall 2021,9e8ec9f3,Mahjong Strategy,004A,f9e4eddb,A
Fall 2021,84e3a411,Mahjong Strategy,002,8e4a56ff,B
Fall 2021,fa634167,Eel Catching,001A,4506634b,A
Fall 2021,97f3fcd6,Mahjong Strategy,003A,0acdb835,A
Fall 2021,b36ed35d,Eel Catching,001A,c8a1dbcf,B
Fall 2021,dff84d37,Mahjong Strategy,010,c8a1dbcf,B
Fall 2021,c9951997,Mahjong Strategy,003A,de5d7732,B
Fall 2021,d5ca445f,Mahjong Strategy,003A,c4e6e75f,A
Fall 2021,e55f6127,Crocheting,001,c97ff572,A
Fall 2021,d6289a49,Eel Catching,001A,c97ff572,A
Fall 2021,be7ee771,Mahjong Strategy,000D,1f64ae98,A
Fall 2021,bd0e4c87,Apple Picking,001A,4a017719,A
Fall 2021,08504c05,Mahjong Strategy,001,4a017719,A
Fall 2021,d6ee7464,Mahjong Strategy,004A,acc6b01a,A
Fall 2021,71db6c4d,Eel Catching,001A,45543cc8,C
Fall 2021,50727605,Mahjong Strategy,000D,45543cc8,C
Fall 2021,cf709a6a,Mahjong Strategy,003B,b26a8f0f,A
Fall 2021,3b4485c7,Apple Picking,001E,ad7dc143,A
Fall 2021,dff84d37,Mahjong Strategy,010,ad7dc143,A
Fall 2021,3b4485c7,Apple Picking,001E,ec3b00ad,B
Fall 2021,fa634167,Eel Catching,001A,ec3b00ad,B
Fall 2021,7cc76cd0,Mahjong Strategy,012,ec3b00ad,B
Fall 2021,1abde9e6,Eel Catching,001A,a2e0b0a5,W
Fall 2021,afd541e3,Mahjong Strategy,001,ab3b1e9a,C
Fall 2021,a8021a38,Mahjong Strategy,001C,ab3b1e9a,P
Fall 2021,855a2209,Eel Catching,001A,77771b1c,A
Fall 2021,81e02dee,Mahjong Strategy,003A,77771b1c,A
Fall 2021,12b00db1,Crocheting,001,b9c7ccd6,F
Fall 2021,0f302c2a,Eel Catching,001A,b9c7ccd6,F
Fall 2021,50727605,Mahjong Strategy,000D,b9c7ccd6,F
Fall 2021,fa634167,Eel Catching,001A,834fab30,D
Fall 2021,8e349384,Mahjong Strategy,010,834fab30,W
Fall 2021,71db6c4d,Eel Catching,001A,063a1673,A
Fall 2021,97f3fcd6,Mahjong Strategy,003A,063a1673,A
Fall 2021,0f39a651,Eel Catching,001A,2c1e715c,B
Fall 2021,8e349384,Mahjong Strategy,010,2c1e715c,F
Fall 2021,e8f21287,Crocheting,001,807e0ee2,A
Fall 2021,33dc49ff,Eel Catching,001A,a38213f2,C
Fall 2021,08504c05,Mahjong Strategy,001,a38213f2,A
Fall 2021,1abde9e6,Eel Catching,001A,a7aadde2,F
Fall 2021,669254be,Mahjong Strategy,010,a7aadde2,B
Fall 2021,0749ecd5,Mahjong Strategy,010C,a7aadde2,P
Fall 2021,2cb81496,Mahjong Strategy,010,005cf43c,B
Fall 2021,35a545fb,Mahjong Strategy,001,5716fe6a,A
Fall 2021,0f302c2a,Eel Catching,001A,22fe544c,A
Fall 2021,acb466a9,Mahjong Strategy,002,22fe544c,B
Fall 2021,0c034aca,Eel Catching,001A,d1be40a8,F
Fall 2021,1bf69555,Mahjong Strategy,001,d1be40a8,F
Fall 2021,fa634167,Eel Catching,001A,74f95c34,B
Fall 2021,45742f76,Mahjong Strategy,001,09c949f7,C
Fall 2021,3f26be2b,Mahjong Strategy,004C,537c65c9,A
Fall 2021,b36ed35d,Eel Catching,001A,a9d81bff,C
Fall 2021,4a72162f,Mahjong Strategy,010,a9d81bff,A
Fall 2021,33dc49ff,Eel Catching,001A,f40837c5,B
Fall 2021,f42de7fd,Mahjong Strategy,010,f40837c5,A
Fall 2021,9488ea29,Eel Catching,001A,d2f83506,B
Fall 2021,45742f76,Mahjong Strategy,001,d2f83506,B
Fall 2021,d3b30537,Apple Picking,031A,d62f3a30,B
Fall 2021,0f39a651,Eel Catching,001A,d62f3a30,F
Fall 2021,bd0e4c87,Apple Picking,001A,cfc1d036,W
Fall 2021,f1140fb4,Eel Catching,001A,cfc1d036,W
Fall 2021,8e349384,Mahjong Strategy,010,cfc1d036,W
Fall 2021,ad3dd7f3,Apple Picking,010,ff50d400,A
Fall 2021,0f302c2a,Eel Catching,001A,ff50d400,A
Fall 2021,f1140fb4,Eel Catching,001A,340cca3c,C
Fall 2021,be7ee771,Mahjong Strategy,000D,340cca3c,B
Fall 2021,b525aeab,Eel Catching,001A,c5bba259,A
Fall 2021,be7ee771,Mahjong Strategy,000D,c5bba259,B
Fall 2021,71db6c4d,Eel Catching,001A,f22ece8c,B
Fall 2021,fa634167,Eel Catching,001A,703f0daf,A
Fall 2021,4917c11a,Mahjong Strategy,001,703f0daf,B
Fall 2021,855a2209,Eel Catching,001A,68586f2f,C
Fall 2021,3803de09,Mahjong Strategy,000G,68586f2f,B
Fall 2021,a4b81228,Crocheting,001,2ce7d012,A
Fall 2021,71db6c4d,Eel Catching,001A,2ce7d012,A
Fall 2021,2cb81496,Mahjong Strategy,010,2da23ad8,A
Fall 2021,0412b3e7,Apple Picking,004,50262f49,A
Fall 2021,a060635c,Eel Catching,001A,50262f49,A
Fall 2021,2ff2c9cd,Eel Catching,099X,50262f49,P
Fall 2021,3b4485c7,Apple Picking,001E,4f453616,A
Fall 2021,d858718a,Eel Catching,001A,4f453616,A
Fall 2021,f42de7fd,Mahjong Strategy,010,4f453616,A
Fall 2021,d858718a,Eel Catching,001A,f0c03656,A
Fall 2021,f42de7fd,Mahjong Strategy,010,f0c03656,A
Fall 2021,f65e24e0,Crocheting,001,6807e698,F
Fall 2021,80389344,Eel Catching,001A,6807e698,D
Fall 2021,45742f76,Mahjong Strategy,001,6807e698,B
Fall 2021,3784f087,Apple Picking,001DH,39148fa9,B
Fall 2021,3b4485c7,Apple Picking,001E,39148fa9,B
Fall 2021,a8fd7742,Eel Catching,001C,7fd8314b,B
Fall 2021,84e3a411,Mahjong Strategy,002,7fd8314b,A
Fall 2021,14f88a5f,Eel Catching,001A,7c3274d0,F
Fall 2021,1bf69555,Mahjong Strategy,001,7c3274d0,W
Fall 2021,a060635c,Eel Catching,001A,e20b9ff9,D
Fall 2021,2ff2c9cd,Eel Catching,099X,e20b9ff9,P
Fall 2021,b28e5be6,Eel Catching,001A,845d4ed1,C
Fall 2021,4a72162f,Mahjong Strategy,010,845d4ed1,C
Fall 2021,6e1ee7f6,Apple Picking,004,b7cbb14b,A
Fall 2021,b36ed35d,Eel Catching,001A,b7cbb14b,A
Fall 2021,84e3a411,Mahjong Strategy,002,29d1775c,A
Fall 2021,b36ed35d,Eel Catching,001A,100fe29e,F
Fall 2021,d5ca445f,Mahjong Strategy,003A,340d2a47,W
Fall 2021,4dfb5479,Eel Catching,001A,ce9f1348,B
Fall 2021,1bf69555,Mahjong Strategy,001,ce9f1348,W
Fall 2021,ce70c0d7,Apple Picking,033A,32a6481f,A
Fall 2021,be7ee771,Mahjong Strategy,000D,32a6481f,A
Fall 2021,d858718a,Eel Catching,001A,aeea3aa1,C
Fall 2021,322d4c7c,Mahjong Strategy,010,aeea3aa1,B
Fall 2021,d6ee7464,Mahjong Strategy,004A,c3b87b66,A
Fall 2021,09d7b85f,Crocheting,004,93972759,D
Fall 2021,6dba3cf4,Mahjong Strategy,004A,15ffcff6,A
Fall 2021,d6ee7464,Mahjong Strategy,004A,9f6d91ae,A
Fall 2021,75f79d03,Eel Catching,001A,fb3f4d64,A
Fall 2021,f4335eb5,Mahjong Strategy,106,fb3f4d64,B
Fall 2021,75f79d03,Eel Catching,001A,df3a469e,W
Fall 2021,322d4c7c,Mahjong Strategy,010,df3a469e,F
Fall 2021,81e02dee,Mahjong Strategy,003A,18da0810,A
Fall 2021,d3b30537,Apple Picking,031A,5cf3028e,A
Fall 2021,08504c05,Mahjong Strategy,001,5cf3028e,C
Fall 2021,1bf69555,Mahjong Strategy,001,d590a3f3,B
Fall 2021,21c1733e,Mahjong Strategy,010,0f3f4fb7,A
Fall 2021,a060635c,Eel Catching,001A,dacad6f6,F
Fall 2021,2ff2c9cd,Eel Catching,099X,dacad6f6,NP
Fall 2021,8cc733c7,Eel Catching,001A,a69dcc35,C
Fall 2021,45742f76,Mahjong Strategy,001,a69dcc35,C
Fall 2021,33dc49ff,Eel Catching,001A,2c6392de,F
Fall 2021,80389344,Eel Catching,001A,c56ff7a6,W
Fall 2021,8e349384,Mahjong Strategy,010,b6971645,A
Fall 2021,042e1956,Eel Catching,001A,4a43d078,A
Fall 2021,9956edf1,Mahjong Strategy,003B,4a43d078,A
Fall 2021,328cbbf4,Mahjong Strategy,010,b857b635,A
Fall 2021,a060635c,Eel Catching,001A,e10d76e7,C
Fall 2021,2ff2c9cd,Eel Catching,099X,e10d76e7,P
Fall 2021,a1245692,Apple Picking,001A,357680db,B
Fall 2021,295da6fd,Eel Catching,001A,357680db,A
Fall 2021,acb466a9,Mahjong Strategy,002,357680db,A
Fall 2021,be7ee771,Mahjong Strategy,000D,c55224e6,A
Fall 2021,254ef9b2,Eel Catching,001A,3c028095,B
Fall 2021,de191b8d,Apple Picking,062B,0b05a845,A
Fall 2021,f2346520,Apple Picking,001D,90e1b8d6,D
Fall 2021,0f39a651,Eel Catching,001A,90e1b8d6,A
Fall 2021,fe869aae,Mahjong Strategy,010,90e1b8d6,F
Fall 2021,c18561a5,Apple Picking,049A,29e2c175,A
Fall 2021,5cad6517,Apple Picking,057A,29e2c175,B
Fall 2021,855a2209,Eel Catching,001A,29e2c175,B
Fall 2021,64433aee,Mahjong Strategy,010,29e2c175,C
Fall 2021,9488ea29,Eel Catching,001A,1da62eb8,B
Fall 2021,2bfe8e62,Mahjong Strategy,012,1da62eb8,B
Fall 2021,88823e19,Mahjong Strategy,012C,1da62eb8,P
Fall 2021,19cd8513,Apple Picking,095,a9bc49db,A
Fall 2021,855a2209,Eel Catching,001A,a9bc49db,A
Fall 2021,ce6de270,Mahjong Strategy,010,a9bc49db,C
Fall 2021,a1a9b59a,Eel Catching,001A,ef2572c2,B
Fall 2021,4aa15f34,Eel Catching,099X,ef2572c2,P
Fall 2021,f42de7fd,Mahjong Strategy,010,ef2572c2,A
Fall 2021,2eb83e16,Eel Catching,001A,284ddccf,A
Fall 2021,2cb81496,Mahjong Strategy,010,284ddccf,A
Fall 2021,d858718a,Eel Catching,001A,8e9a197f,A
Fall 2021,328cbbf4,Mahjong Strategy,010,8e9a197f,W
Fall 2021,9aeeb3de,Eel Catching,001A,3265ed31,C
Fall 2021,dff84d37,Mahjong Strategy,010,3265ed31,D
Fall 2021,dd6453d7,Mahjong Strategy,010,dafcbdbb,C
Fall 2021,d6ee7464,Mahjong Strategy,004A,61224030,A
Fall 2021,9662000e,Apple Picking,014,218dce0d,D
Fall 2021,8cc733c7,Eel Catching,001A,218dce0d,D
Fall 2021,f04f4bf4,Mahjong Strategy,010,218dce0d,C
Fall 2021,3b4485c7,Apple Picking,001E,2b376004,B
